id,word,letter1,letter2,letter3,letter4,letter5,letter1positionalrank,letter2positionalrank,letter3positionalrank,letter4positionalrank,letter5positionalrank,letter1totalrank,letter2totalrank,letter3totalrank,letter4totalrank,letter5totalrank,positionalrarityscore,summativerarityscore,answer,positionalraritypercentile,summativeraritypercentile
7668,odism,o,d,i,s,m,18,18,3,9,14,4,11,6,1,15,62,37,N,0.98,0.380820228
7669,odist,o,d,i,s,t,18,18,3,9,5,4,11,6,1,8,53,30,N,0.93,0.165895776
7670,odium,o,d,i,u,m,18,18,3,16,14,4,11,6,10,15,69,46,N,1,0.684397163
7671,odors,o,d,o,r,s,18,18,4,7,1,4,11,4,5,1,48,25,N,0.88,0.073851372
7672,odour,o,d,o,u,r,18,18,4,16,7,4,11,4,10,5,63,34,N,0.98,0.2804502
7673,odyle,o,d,y,l,e,18,18,20,6,2,4,11,12,7,2,64,36,N,0.99,0.346284305
7674,odyls,o,d,y,l,s,18,18,20,6,1,4,11,12,7,1,63,35,N,0.98,0.312365094
7675,ofays,o,f,a,y,s,18,24,1,23,1,4,20,3,12,1,67,40,N,0.99,0.490826395
7676,offal,o,f,f,a,l,18,24,21,2,9,4,20,20,3,7,74,54,Y,1,0.873342584
7677,offed,o,f,f,e,d,18,24,21,1,4,4,20,20,2,11,68,57,N,0.99,0.917052112
7678,offer,o,f,f,e,r,18,24,21,1,7,4,20,20,2,5,71,51,Y,1,0.810823312
7679,offie,o,f,f,i,e,18,24,21,4,2,4,20,20,6,2,69,52,N,1,0.832947888
7680,oflag,o,f,l,a,g,18,24,7,2,16,4,20,7,3,17,67,51,N,0.99,0.810823312
7681,often,o,f,t,e,n,18,24,9,1,8,4,20,8,2,9,60,43,Y,0.97,0.590425532
7682,ofter,o,f,t,e,r,18,24,9,1,7,4,20,8,2,5,59,39,N,0.97,0.452898551
7683,ogams,o,g,a,m,s,18,20,1,15,1,4,17,3,15,1,55,40,N,0.95,0.490826395
7684,ogeed,o,g,e,e,d,18,20,6,1,4,4,17,2,2,11,49,36,N,0.89,0.346284305
7685,ogees,o,g,e,e,s,18,20,6,1,1,4,17,2,2,1,46,26,N,0.84,0.0871107
7686,oggin,o,g,g,i,n,18,20,14,4,8,4,17,17,6,9,64,53,N,0.99,0.852605612
7687,ogham,o,g,h,a,m,18,20,24,2,14,4,17,16,3,15,78,55,N,1,0.890148011
7688,ogive,o,g,i,v,e,18,20,3,20,2,4,17,6,22,2,63,51,N,0.98,0.810823312
7689,ogled,o,g,l,e,d,18,20,7,1,4,4,17,7,2,11,50,41,N,0.9,0.52436016
7690,ogler,o,g,l,e,r,18,20,7,1,7,4,17,7,2,5,53,35,N,0.93,0.312365094
7691,ogles,o,g,l,e,s,18,20,7,1,1,4,17,7,2,1,47,31,N,0.86,0.19164354
7692,ogmic,o,g,m,i,c,18,20,11,4,17,4,17,15,6,13,70,55,N,1,0.890148011
7693,ogres,o,g,r,e,s,18,20,2,1,1,4,17,5,2,1,42,29,N,0.76,0.145004625
7694,ohias,o,h,i,a,s,18,8,3,2,1,4,16,6,3,1,32,30,N,0.46,0.165895776
7695,ohing,o,h,i,n,g,18,8,3,5,16,4,16,6,9,17,50,52,N,0.9,0.832947888
7696,ohmic,o,h,m,i,c,18,8,11,4,17,4,16,15,6,13,58,54,N,0.96,0.873342584
7697,ohone,o,h,o,n,e,18,8,4,5,2,4,16,4,9,2,37,35,N,0.62,0.312365094
7698,oidia,o,i,d,i,a,18,4,13,4,6,4,6,11,6,3,45,30,N,0.83,0.165895776
7699,oiled,o,i,l,e,d,18,4,7,1,4,4,6,7,2,11,34,30,N,0.53,0.165895776
7700,oiler,o,i,l,e,r,18,4,7,1,7,4,6,7,2,5,37,24,N,0.62,0.060206599
7701,oinks,o,i,n,k,s,18,4,5,10,1,4,6,9,19,1,38,39,N,0.65,0.452898551
7702,oints,o,i,n,t,s,18,4,5,3,1,4,6,9,8,1,31,28,N,0.42,0.121877891
7703,ojime,o,j,i,m,e,18,26,3,15,2,4,24,6,15,2,64,51,N,0.99,0.810823312
7704,okapi,o,k,a,p,i,18,16,1,13,12,4,19,3,14,6,60,46,N,0.97,0.684397163
7705,okays,o,k,a,y,s,18,16,1,23,1,4,19,3,12,1,59,39,N,0.97,0.452898551
7706,okehs,o,k,e,h,s,18,16,6,18,1,4,19,2,16,1,59,42,N,0.97,0.558510638
7707,okras,o,k,r,a,s,18,16,2,2,1,4,19,5,3,1,39,32,N,0.68,0.220629047
7708,oktas,o,k,t,a,s,18,16,9,2,1,4,19,8,3,1,46,35,N,0.84,0.312365094
7709,olden,o,l,d,e,n,18,7,13,1,8,4,7,11,2,9,47,33,Y,0.86,0.249537465
7710,older,o,l,d,e,r,18,7,13,1,7,4,7,11,2,5,46,29,Y,0.84,0.145004625
7711,oldie,o,l,d,i,e,18,7,13,4,2,4,7,11,6,2,44,30,N,0.81,0.165895776
7712,oleic,o,l,e,i,c,18,7,6,4,17,4,7,2,6,13,52,32,N,0.92,0.220629047
7713,olein,o,l,e,i,n,18,7,6,4,8,4,7,2,6,9,43,28,N,0.79,0.121877891
7714,olent,o,l,e,n,t,18,7,6,5,5,4,7,2,9,8,41,30,N,0.74,0.165895776
7715,oleos,o,l,e,o,s,18,7,6,8,1,4,7,2,4,1,40,18,N,0.71,0.014184397
7716,oleum,o,l,e,u,m,18,7,6,16,14,4,7,2,10,15,61,38,N,0.98,0.417514647
7717,olios,o,l,i,o,s,18,7,3,8,1,4,7,6,4,1,37,22,N,0.62,0.039469627
7718,olive,o,l,i,v,e,18,7,3,20,2,4,7,6,22,2,50,41,Y,0.9,0.52436016
7719,ollas,o,l,l,a,s,18,7,7,2,1,4,7,7,3,1,35,22,N,0.56,0.039469627
7720,ollav,o,l,l,a,v,18,7,7,2,25,4,7,7,3,22,59,43,N,0.97,0.590425532
7721,oller,o,l,l,e,r,18,7,7,1,7,4,7,7,2,5,40,25,N,0.71,0.073851372
7722,ollie,o,l,l,i,e,18,7,7,4,2,4,7,7,6,2,38,26,N,0.65,0.0871107
7723,ology,o,l,o,g,y,18,7,4,12,3,4,7,4,17,12,44,44,N,0.81,0.624884366
7724,olpae,o,l,p,a,e,18,7,15,2,2,4,7,14,3,2,44,30,N,0.81,0.165895776
7725,olpes,o,l,p,e,s,18,7,15,1,1,4,7,14,2,1,42,28,N,0.76,0.121877891
7726,omasa,o,m,a,s,a,18,13,1,9,6,4,15,3,1,3,47,26,N,0.86,0.0871107
7727,omber,o,m,b,e,r,18,13,16,1,7,4,15,18,2,5,55,44,N,0.95,0.624884366
7728,ombre,o,m,b,r,e,18,13,16,7,2,4,15,18,5,2,56,44,Y,0.95,0.624884366
7729,ombus,o,m,b,u,s,18,13,16,16,1,4,15,18,10,1,64,48,N,0.99,0.738282455
7730,omega,o,m,e,g,a,18,13,6,12,6,4,15,2,17,3,55,41,Y,0.95,0.52436016
7731,omens,o,m,e,n,s,18,13,6,5,1,4,15,2,9,1,43,31,N,0.79,0.19164354
7732,omers,o,m,e,r,s,18,13,6,7,1,4,15,2,5,1,45,27,N,0.83,0.103299414
7733,omits,o,m,i,t,s,18,13,3,3,1,4,15,6,8,1,38,34,N,0.65,0.2804502
7734,omlah,o,m,l,a,h,18,13,7,2,11,4,15,7,3,16,51,45,N,0.91,0.653484428
7735,omovs,o,m,o,v,s,18,13,4,20,1,4,15,4,22,1,56,46,N,0.95,0.684397163
7736,omrah,o,m,r,a,h,18,13,2,2,11,4,15,5,3,16,46,43,N,0.84,0.590425532
7737,oncer,o,n,c,e,r,18,9,12,1,7,4,9,13,2,5,47,33,N,0.86,0.249537465
7738,onces,o,n,c,e,s,18,9,12,1,1,4,9,13,2,1,41,29,N,0.74,0.145004625
7739,oncet,o,n,c,e,t,18,9,12,1,5,4,9,13,2,8,45,36,N,0.83,0.346284305
7740,oncus,o,n,c,u,s,18,9,12,16,1,4,9,13,10,1,56,37,N,0.95,0.380820228
7741,onely,o,n,e,l,y,18,9,6,6,3,4,9,2,7,12,42,34,N,0.76,0.2804502
7742,oners,o,n,e,r,s,18,9,6,7,1,4,9,2,5,1,41,21,N,0.74,0.030835646
7743,onery,o,n,e,r,y,18,9,6,7,3,4,9,2,5,12,43,32,N,0.79,0.220629047
7744,onion,o,n,i,o,n,18,9,3,8,8,4,9,6,4,9,46,32,Y,0.84,0.220629047
7745,onium,o,n,i,u,m,18,9,3,16,14,4,9,6,10,15,60,44,N,0.97,0.624884366
7746,onkus,o,n,k,u,s,18,9,17,16,1,4,9,19,10,1,61,43,N,0.98,0.590425532
7747,onlay,o,n,l,a,y,18,9,7,2,3,4,9,7,3,12,39,35,N,0.68,0.312365094
7748,onned,o,n,n,e,d,18,9,5,1,4,4,9,9,2,11,37,35,N,0.62,0.312365094
7749,onset,o,n,s,e,t,18,9,10,1,5,4,9,1,2,8,43,24,Y,0.79,0.060206599
7750,ontic,o,n,t,i,c,18,9,9,4,17,4,9,8,6,13,57,40,N,0.96,0.490826395
7751,oobit,o,o,b,i,t,18,2,16,4,5,4,4,18,6,8,45,40,N,0.83,0.490826395
7752,oohed,o,o,h,e,d,18,2,24,1,4,4,4,16,2,11,49,37,N,0.89,0.380820228
7753,oomph,o,o,m,p,h,18,2,11,13,11,4,4,15,14,16,55,53,N,0.95,0.852605612
7754,oonts,o,o,n,t,s,18,2,5,3,1,4,4,9,8,1,29,26,N,0.35,0.0871107
7755,ooped,o,o,p,e,d,18,2,15,1,4,4,4,14,2,11,40,35,N,0.71,0.312365094
7756,oorie,o,o,r,i,e,18,2,2,4,2,4,4,5,6,2,28,21,N,0.31,0.030835646
7757,ooses,o,o,s,e,s,18,2,10,1,1,4,4,1,2,1,32,12,N,0.46,0.001541782
7758,ootid,o,o,t,i,d,18,2,9,4,4,4,4,8,6,11,37,33,N,0.62,0.249537465
7759,oozed,o,o,z,e,d,18,2,22,1,4,4,4,23,2,11,47,44,N,0.86,0.624884366
7760,oozes,o,o,z,e,s,18,2,22,1,1,4,4,23,2,1,44,34,N,0.81,0.2804502
7761,opahs,o,p,a,h,s,18,12,1,18,1,4,14,3,16,1,50,38,N,0.9,0.417514647
7762,opals,o,p,a,l,s,18,12,1,6,1,4,14,3,7,1,38,29,N,0.65,0.145004625
7763,opens,o,p,e,n,s,18,12,6,5,1,4,14,2,9,1,42,30,N,0.76,0.165895776
7764,opepe,o,p,e,p,e,18,12,6,13,2,4,14,2,14,2,51,36,N,0.91,0.346284305
7765,opera,o,p,e,r,a,18,12,6,7,6,4,14,2,5,3,49,28,Y,0.89,0.121877891
7766,opine,o,p,i,n,e,18,12,3,5,2,4,14,6,9,2,40,35,Y,0.71,0.312365094
7767,oping,o,p,i,n,g,18,12,3,5,16,4,14,6,9,17,54,50,N,0.94,0.785769349
7768,opium,o,p,i,u,m,18,12,3,16,14,4,14,6,10,15,63,49,Y,0.98,0.763259328
7769,oppos,o,p,p,o,s,18,12,15,8,1,4,14,14,4,1,54,37,N,0.94,0.380820228
7770,opsin,o,p,s,i,n,18,12,10,4,8,4,14,1,6,9,52,34,N,0.92,0.2804502
7771,opted,o,p,t,e,d,18,12,9,1,4,4,14,8,2,11,44,39,N,0.81,0.452898551
7772,opter,o,p,t,e,r,18,12,9,1,7,4,14,8,2,5,47,33,N,0.86,0.249537465
7773,optic,o,p,t,i,c,18,12,9,4,17,4,14,8,6,13,60,45,Y,0.97,0.653484428
7774,orach,o,r,a,c,h,18,6,1,14,11,4,5,3,13,16,50,41,N,0.9,0.52436016
7775,oracy,o,r,a,c,y,18,6,1,14,3,4,5,3,13,12,42,37,N,0.76,0.380820228
7776,orals,o,r,a,l,s,18,6,1,6,1,4,5,3,7,1,32,20,N,0.46,0.02351218
7777,orang,o,r,a,n,g,18,6,1,5,16,4,5,3,9,17,46,38,N,0.84,0.417514647
7778,orant,o,r,a,n,t,18,6,1,5,5,4,5,3,9,8,35,29,N,0.56,0.145004625
7779,orate,o,r,a,t,e,18,6,1,3,2,4,5,3,8,2,30,22,N,0.39,0.039469627
7780,orbed,o,r,b,e,d,18,6,16,1,4,4,5,18,2,11,45,40,N,0.83,0.490826395
7781,orbit,o,r,b,i,t,18,6,16,4,5,4,5,18,6,8,49,41,Y,0.89,0.52436016
7782,orcas,o,r,c,a,s,18,6,12,2,1,4,5,13,3,1,39,26,N,0.68,0.0871107
7783,orcin,o,r,c,i,n,18,6,12,4,8,4,5,13,6,9,48,37,N,0.88,0.380820228
7784,order,o,r,d,e,r,18,6,13,1,7,4,5,11,2,5,45,27,Y,0.83,0.103299414
7785,ordos,o,r,d,o,s,18,6,13,8,1,4,5,11,4,1,46,25,N,0.84,0.073851372
7786,oread,o,r,e,a,d,18,6,6,2,4,4,5,2,3,11,36,25,N,0.59,0.073851372
7787,orfes,o,r,f,e,s,18,6,21,1,1,4,5,20,2,1,47,32,N,0.86,0.220629047
7788,organ,o,r,g,a,n,18,6,14,2,8,4,5,17,3,9,48,38,Y,0.88,0.417514647
7789,orgia,o,r,g,i,a,18,6,14,4,6,4,5,17,6,3,48,35,N,0.88,0.312365094
7790,orgic,o,r,g,i,c,18,6,14,4,17,4,5,17,6,13,59,45,N,0.97,0.653484428
7791,orgue,o,r,g,u,e,18,6,14,16,2,4,5,17,10,2,56,38,N,0.95,0.417514647
7792,oribi,o,r,i,b,i,18,6,3,17,12,4,5,6,18,6,56,39,N,0.95,0.452898551
7793,oriel,o,r,i,e,l,18,6,3,1,9,4,5,6,2,7,37,24,N,0.62,0.060206599
7794,orixa,o,r,i,x,a,18,6,3,25,6,4,5,6,25,3,58,43,N,0.96,0.590425532
7795,orles,o,r,l,e,s,18,6,7,1,1,4,5,7,2,1,33,19,N,0.49,0.018809744
7796,orlon,o,r,l,o,n,18,6,7,8,8,4,5,7,4,9,47,29,N,0.86,0.145004625
7797,orlop,o,r,l,o,p,18,6,7,8,15,4,5,7,4,14,54,34,N,0.94,0.2804502
7798,ormer,o,r,m,e,r,18,6,11,1,7,4,5,15,2,5,43,31,N,0.79,0.19164354
7799,ornis,o,r,n,i,s,18,6,5,4,1,4,5,9,6,1,34,25,N,0.53,0.073851372
7800,orpin,o,r,p,i,n,18,6,15,4,8,4,5,14,6,9,51,38,N,0.91,0.417514647
7801,orris,o,r,r,i,s,18,6,2,4,1,4,5,5,6,1,31,21,N,0.42,0.030835646
7802,ortho,o,r,t,h,o,18,6,9,18,10,4,5,8,16,4,61,37,N,0.98,0.380820228
7803,orval,o,r,v,a,l,18,6,19,2,9,4,5,22,3,7,54,41,N,0.94,0.52436016
7804,orzos,o,r,z,o,s,18,6,22,8,1,4,5,23,4,1,55,37,N,0.95,0.380820228
7805,oscar,o,s,c,a,r,18,17,12,2,7,4,1,13,3,5,56,26,N,0.95,0.0871107
7806,oshac,o,s,h,a,c,18,17,24,2,17,4,1,16,3,13,78,37,N,1,0.380820228
7807,osier,o,s,i,e,r,18,17,3,1,7,4,1,6,2,5,46,18,N,0.84,0.014184397
7808,osmic,o,s,m,i,c,18,17,11,4,17,4,1,15,6,13,67,39,N,0.99,0.452898551
7809,osmol,o,s,m,o,l,18,17,11,8,9,4,1,15,4,7,63,31,N,0.98,0.19164354
7810,ossia,o,s,s,i,a,18,17,10,4,6,4,1,1,6,3,55,15,N,0.95,0.005781684
7811,ostia,o,s,t,i,a,18,17,9,4,6,4,1,8,6,3,54,22,N,0.94,0.039469627
7812,otaku,o,t,a,k,u,18,11,1,10,20,4,8,3,19,10,60,44,N,0.97,0.624884366
7813,otary,o,t,a,r,y,18,11,1,7,3,4,8,3,5,12,40,32,N,0.71,0.220629047
7814,other,o,t,h,e,r,18,11,24,1,7,4,8,16,2,5,61,35,Y,0.98,0.312365094
7815,ottar,o,t,t,a,r,18,11,9,2,7,4,8,8,3,5,47,28,N,0.86,0.121877891
7816,otter,o,t,t,e,r,18,11,9,1,7,4,8,8,2,5,46,27,Y,0.84,0.103299414
7817,ottos,o,t,t,o,s,18,11,9,8,1,4,8,8,4,1,47,25,N,0.86,0.073851372
7818,oubit,o,u,b,i,t,18,5,16,4,5,4,10,18,6,8,48,46,N,0.88,0.684397163
7819,oucht,o,u,c,h,t,18,5,12,18,5,4,10,13,16,8,58,51,N,0.96,0.810823312
7820,ouens,o,u,e,n,s,18,5,6,5,1,4,10,2,9,1,35,26,N,0.56,0.0871107
7821,ought,o,u,g,h,t,18,5,14,18,5,4,10,17,16,8,60,55,Y,0.97,0.890148011
7822,ouija,o,u,i,j,a,18,5,3,24,6,4,10,6,24,3,56,47,N,0.95,0.712997225
7823,oulks,o,u,l,k,s,18,5,7,10,1,4,10,7,19,1,41,41,N,0.74,0.52436016
7824,oumas,o,u,m,a,s,18,5,11,2,1,4,10,15,3,1,37,33,N,0.62,0.249537465
7825,ounce,o,u,n,c,e,18,5,5,14,2,4,10,9,13,2,44,38,Y,0.81,0.417514647
7826,oundy,o,u,n,d,y,18,5,5,11,3,4,10,9,11,12,42,46,N,0.76,0.684397163
7827,oupas,o,u,p,a,s,18,5,15,2,1,4,10,14,3,1,41,32,N,0.74,0.220629047
7828,ouped,o,u,p,e,d,18,5,15,1,4,4,10,14,2,11,43,41,N,0.79,0.52436016
7829,ouphe,o,u,p,h,e,18,5,15,18,2,4,10,14,16,2,58,46,N,0.96,0.684397163
7830,ouphs,o,u,p,h,s,18,5,15,18,1,4,10,14,16,1,57,45,N,0.96,0.653484428
7831,ourie,o,u,r,i,e,18,5,2,4,2,4,10,5,6,2,31,27,N,0.42,0.103299414
7832,ousel,o,u,s,e,l,18,5,10,1,9,4,10,1,2,7,43,24,N,0.79,0.060206599
7833,ousts,o,u,s,t,s,18,5,10,3,1,4,10,1,8,1,37,24,N,0.62,0.060206599
7834,outby,o,u,t,b,y,18,5,9,17,3,4,10,8,18,12,52,52,N,0.92,0.832947888
7835,outdo,o,u,t,d,o,18,5,9,11,10,4,10,8,11,4,53,37,Y,0.93,0.380820228
7836,outed,o,u,t,e,d,18,5,9,1,4,4,10,8,2,11,37,35,N,0.62,0.312365094
7837,outer,o,u,t,e,r,18,5,9,1,7,4,10,8,2,5,40,29,Y,0.71,0.145004625
7838,outgo,o,u,t,g,o,18,5,9,12,10,4,10,8,17,4,54,43,Y,0.94,0.590425532
7839,outre,o,u,t,r,e,18,5,9,7,2,4,10,8,5,2,41,29,N,0.74,0.145004625
7840,outro,o,u,t,r,o,18,5,9,7,10,4,10,8,5,4,49,31,N,0.89,0.19164354
7841,outta,o,u,t,t,a,18,5,9,3,6,4,10,8,8,3,41,33,N,0.74,0.249537465
7842,ouzel,o,u,z,e,l,18,5,22,1,9,4,10,23,2,7,55,46,N,0.95,0.684397163
7843,ouzos,o,u,z,o,s,18,5,22,8,1,4,10,23,4,1,54,42,N,0.94,0.558510638
7844,ovals,o,v,a,l,s,18,22,1,6,1,4,22,3,7,1,48,37,N,0.88,0.380820228
7845,ovary,o,v,a,r,y,18,22,1,7,3,4,22,3,5,12,51,46,Y,0.91,0.684397163
7846,ovate,o,v,a,t,e,18,22,1,3,2,4,22,3,8,2,46,39,Y,0.84,0.452898551
7847,ovels,o,v,e,l,s,18,22,6,6,1,4,22,2,7,1,53,36,N,0.93,0.346284305
7848,ovens,o,v,e,n,s,18,22,6,5,1,4,22,2,9,1,52,38,N,0.92,0.417514647
7849,overs,o,v,e,r,s,18,22,6,7,1,4,22,2,5,1,54,34,N,0.94,0.2804502
7850,overt,o,v,e,r,t,18,22,6,7,5,4,22,2,5,8,58,41,Y,0.96,0.52436016
7851,ovine,o,v,i,n,e,18,22,3,5,2,4,22,6,9,2,50,43,Y,0.9,0.590425532
7852,ovist,o,v,i,s,t,18,22,3,9,5,4,22,6,1,8,57,41,N,0.96,0.52436016
7853,ovoid,o,v,o,i,d,18,22,4,4,4,4,22,4,6,11,52,47,Y,0.92,0.712997225
7854,ovoli,o,v,o,l,i,18,22,4,6,12,4,22,4,7,6,62,43,N,0.98,0.590425532
7855,ovolo,o,v,o,l,o,18,22,4,6,10,4,22,4,7,4,60,41,N,0.97,0.52436016
7856,ovule,o,v,u,l,e,18,22,8,6,2,4,22,10,7,2,56,45,N,0.95,0.653484428
7857,owche,o,w,c,h,e,18,15,12,18,2,4,21,13,16,2,65,56,N,0.99,0.905565834
7858,owies,o,w,i,e,s,18,15,3,1,1,4,21,6,2,1,38,34,N,0.65,0.2804502
7859,owing,o,w,i,n,g,18,15,3,5,16,4,21,6,9,17,57,57,Y,0.96,0.917052112
7860,owled,o,w,l,e,d,18,15,7,1,4,4,21,7,2,11,45,45,N,0.83,0.653484428
7861,owler,o,w,l,e,r,18,15,7,1,7,4,21,7,2,5,48,39,N,0.88,0.452898551
7862,owlet,o,w,l,e,t,18,15,7,1,5,4,21,7,2,8,46,42,N,0.84,0.558510638
7863,owned,o,w,n,e,d,18,15,5,1,4,4,21,9,2,11,43,47,N,0.79,0.712997225
7864,owner,o,w,n,e,r,18,15,5,1,7,4,21,9,2,5,46,41,Y,0.84,0.52436016
7865,owres,o,w,r,e,s,18,15,2,1,1,4,21,5,2,1,37,33,N,0.62,0.249537465
7866,owrie,o,w,r,i,e,18,15,2,4,2,4,21,5,6,2,41,38,N,0.74,0.417514647
7867,owsen,o,w,s,e,n,18,15,10,1,8,4,21,1,2,9,52,37,N,0.92,0.380820228
7868,oxbow,o,x,b,o,w,18,21,16,8,21,4,25,18,4,21,84,72,N,1,0.994449584
7869,oxers,o,x,e,r,s,18,21,6,7,1,4,25,2,5,1,53,37,N,0.93,0.380820228
7870,oxeye,o,x,e,y,e,18,21,6,23,2,4,25,2,12,2,70,45,N,1,0.653484428
7871,oxide,o,x,i,d,e,18,21,3,11,2,4,25,6,11,2,55,48,Y,0.95,0.738282455
7872,oxids,o,x,i,d,s,18,21,3,11,1,4,25,6,11,1,54,47,N,0.94,0.712997225
7873,oxies,o,x,i,e,s,18,21,3,1,1,4,25,6,2,1,44,38,N,0.81,0.417514647
7874,oxime,o,x,i,m,e,18,21,3,15,2,4,25,6,15,2,59,52,N,0.97,0.832947888
7875,oxims,o,x,i,m,s,18,21,3,15,1,4,25,6,15,1,58,51,N,0.96,0.810823312
7876,oxlip,o,x,l,i,p,18,21,7,4,15,4,25,7,6,14,65,56,N,0.99,0.905565834
7877,oxter,o,x,t,e,r,18,21,9,1,7,4,25,8,2,5,56,44,N,0.95,0.624884366
7878,oyers,o,y,e,r,s,18,10,6,7,1,4,12,2,5,1,42,24,N,0.76,0.060206599
7879,ozeki,o,z,e,k,i,18,23,6,10,12,4,23,2,19,6,69,54,N,1,0.873342584
7880,ozone,o,z,o,n,e,18,23,4,5,2,4,23,4,9,2,52,42,Y,0.92,0.558510638
7881,ozzie,o,z,z,i,e,18,23,22,4,2,4,23,23,6,2,69,58,N,1,0.928230034
7882,paals,p,a,a,l,s,4,1,1,6,1,14,3,3,7,1,13,28,N,0.01,0.121877891
7883,paans,p,a,a,n,s,4,1,1,5,1,14,3,3,9,1,12,30,N,0.01,0.165895776
7884,pacas,p,a,c,a,s,4,1,12,2,1,14,3,13,3,1,20,34,N,0.09,0.2804502
7885,paced,p,a,c,e,d,4,1,12,1,4,14,3,13,2,11,22,43,N,0.14,0.590425532
7886,pacer,p,a,c,e,r,4,1,12,1,7,14,3,13,2,5,25,37,N,0.22,0.380820228
7887,paces,p,a,c,e,s,4,1,12,1,1,14,3,13,2,1,19,33,N,0.08,0.249537465
7888,pacey,p,a,c,e,y,4,1,12,1,3,14,3,13,2,12,21,44,N,0.11,0.624884366
7889,pacha,p,a,c,h,a,4,1,12,18,6,14,3,13,16,3,41,49,N,0.74,0.763259328
7890,packs,p,a,c,k,s,4,1,12,10,1,14,3,13,19,1,28,50,N,0.31,0.785769349
7891,pacos,p,a,c,o,s,4,1,12,8,1,14,3,13,4,1,26,35,N,0.25,0.312365094
7892,pacta,p,a,c,t,a,4,1,12,3,6,14,3,13,8,3,26,41,N,0.25,0.52436016
7893,pacts,p,a,c,t,s,4,1,12,3,1,14,3,13,8,1,21,39,N,0.11,0.452898551
7894,paddy,p,a,d,d,y,4,1,13,11,3,14,3,11,11,12,32,51,Y,0.46,0.810823312
7895,padis,p,a,d,i,s,4,1,13,4,1,14,3,11,6,1,23,35,N,0.17,0.312365094
7896,padle,p,a,d,l,e,4,1,13,6,2,14,3,11,7,2,26,37,N,0.25,0.380820228
7897,padma,p,a,d,m,a,4,1,13,15,6,14,3,11,15,3,39,46,N,0.68,0.684397163
7898,padre,p,a,d,r,e,4,1,13,7,2,14,3,11,5,2,27,35,N,0.28,0.312365094
7899,padri,p,a,d,r,i,4,1,13,7,12,14,3,11,5,6,37,39,N,0.62,0.452898551
7900,paean,p,a,e,a,n,4,1,6,2,8,14,3,2,3,9,21,31,N,0.11,0.19164354
7901,paedo,p,a,e,d,o,4,1,6,11,10,14,3,2,11,4,32,34,N,0.46,0.2804502
7902,paeon,p,a,e,o,n,4,1,6,8,8,14,3,2,4,9,27,32,N,0.28,0.220629047
7903,pagan,p,a,g,a,n,4,1,14,2,8,14,3,17,3,9,29,46,Y,0.35,0.684397163
7904,paged,p,a,g,e,d,4,1,14,1,4,14,3,17,2,11,24,47,N,0.19,0.712997225
7905,pager,p,a,g,e,r,4,1,14,1,7,14,3,17,2,5,27,41,N,0.28,0.52436016
7906,pages,p,a,g,e,s,4,1,14,1,1,14,3,17,2,1,21,37,N,0.11,0.380820228
7907,pagle,p,a,g,l,e,4,1,14,6,2,14,3,17,7,2,27,43,N,0.28,0.590425532
7908,pagod,p,a,g,o,d,4,1,14,8,4,14,3,17,4,11,31,49,N,0.42,0.763259328
7909,pagri,p,a,g,r,i,4,1,14,7,12,14,3,17,5,6,38,45,N,0.65,0.653484428
7910,paiks,p,a,i,k,s,4,1,3,10,1,14,3,6,19,1,19,43,N,0.08,0.590425532
7911,pails,p,a,i,l,s,4,1,3,6,1,14,3,6,7,1,15,31,N,0.03,0.19164354
7912,pains,p,a,i,n,s,4,1,3,5,1,14,3,6,9,1,14,33,N,0.02,0.249537465
7913,paint,p,a,i,n,t,4,1,3,5,5,14,3,6,9,8,18,40,Y,0.06,0.490826395
7914,paire,p,a,i,r,e,4,1,3,7,2,14,3,6,5,2,17,30,N,0.05,0.165895776
7915,pairs,p,a,i,r,s,4,1,3,7,1,14,3,6,5,1,16,29,N,0.03,0.145004625
7916,paisa,p,a,i,s,a,4,1,3,9,6,14,3,6,1,3,23,27,N,0.17,0.103299414
7917,paise,p,a,i,s,e,4,1,3,9,2,14,3,6,1,2,19,26,N,0.08,0.0871107
7918,pakka,p,a,k,k,a,4,1,17,10,6,14,3,19,19,3,38,58,N,0.65,0.928230034
7919,palas,p,a,l,a,s,4,1,7,2,1,14,3,7,3,1,15,28,N,0.03,0.121877891
7920,palay,p,a,l,a,y,4,1,7,2,3,14,3,7,3,12,17,39,N,0.05,0.452898551
7921,palea,p,a,l,e,a,4,1,7,1,6,14,3,7,2,3,19,29,N,0.08,0.145004625
7922,paled,p,a,l,e,d,4,1,7,1,4,14,3,7,2,11,17,37,N,0.05,0.380820228
7923,paler,p,a,l,e,r,4,1,7,1,7,14,3,7,2,5,20,31,Y,0.09,0.19164354
7924,pales,p,a,l,e,s,4,1,7,1,1,14,3,7,2,1,14,27,N,0.02,0.103299414
7925,palet,p,a,l,e,t,4,1,7,1,5,14,3,7,2,8,18,34,N,0.06,0.2804502
7926,palis,p,a,l,i,s,4,1,7,4,1,14,3,7,6,1,17,31,N,0.05,0.19164354
7927,palki,p,a,l,k,i,4,1,7,10,12,14,3,7,19,6,34,49,N,0.53,0.763259328
7928,palla,p,a,l,l,a,4,1,7,6,6,14,3,7,7,3,24,34,N,0.19,0.2804502
7929,palls,p,a,l,l,s,4,1,7,6,1,14,3,7,7,1,19,32,N,0.08,0.220629047
