id,word,letter1,letter2,letter3,letter4,letter5,letter1rank,letter2rank,letter3rank,letter4rank,letter5rank,totalrank
5588,means,m,e,a,n,s,7,3,2,6,1,19
5589,meany,m,e,a,n,y,7,3,2,6,3,21
5590,meare,m,e,a,r,e,7,3,2,7,2,21
5591,mease,m,e,a,s,e,7,3,2,13,2,27
5592,meath,m,e,a,t,h,7,3,2,3,12,27
5593,meats,m,e,a,t,s,7,3,2,3,1,16
5594,mebos,m,e,b,o,s,7,3,16,8,1,35
5595,mechs,m,e,c,h,s,7,3,12,18,1,41
5596,mecks,m,e,c,k,s,7,3,12,9,1,32
5597,medii,m,e,d,i,i,7,3,13,4,11,38
5598,medle,m,e,d,l,e,7,3,13,5,2,30
5599,meeds,m,e,e,d,s,7,3,7,10,1,28
5600,meers,m,e,e,r,s,7,3,7,7,1,25
5601,meets,m,e,e,t,s,7,3,7,3,1,21
5602,meffs,m,e,f,f,s,7,3,21,19,1,51
5603,meins,m,e,i,n,s,7,3,4,6,1,21
5604,meint,m,e,i,n,t,7,3,4,6,6,26
5605,meiny,m,e,i,n,y,7,3,4,6,3,23
5606,meith,m,e,i,t,h,7,3,4,3,12,29
5607,mekka,m,e,k,k,a,7,3,17,9,5,41
5608,melas,m,e,l,a,s,7,3,6,2,1,19
5609,melba,m,e,l,b,a,7,3,6,17,5,38
5610,melds,m,e,l,d,s,7,3,6,10,1,27
5611,melic,m,e,l,i,c,7,3,6,4,16,36
5612,melik,m,e,l,i,k,7,3,6,4,13,33
5613,mells,m,e,l,l,s,7,3,6,5,1,22
5614,melts,m,e,l,t,s,7,3,6,3,1,20
5615,melty,m,e,l,t,y,7,3,6,3,3,22
5616,memes,m,e,m,e,s,7,3,11,1,1,23
5617,memos,m,e,m,o,s,7,3,11,8,1,30
5618,menad,m,e,n,a,d,7,3,3,2,4,19
5619,mends,m,e,n,d,s,7,3,3,10,1,24
5620,mened,m,e,n,e,d,7,3,3,1,4,18
5621,menes,m,e,n,e,s,7,3,3,1,1,15
5622,menge,m,e,n,g,e,7,3,3,12,2,27
5623,mengs,m,e,n,g,s,7,3,3,12,1,26
5624,mensa,m,e,n,s,a,7,3,3,13,5,31
5625,mense,m,e,n,s,e,7,3,3,13,2,28
5626,mensh,m,e,n,s,h,7,3,3,13,12,38
5627,menta,m,e,n,t,a,7,3,3,3,5,21
5628,mento,m,e,n,t,o,7,3,3,3,9,25
5629,menus,m,e,n,u,s,7,3,3,15,1,29
5630,meous,m,e,o,u,s,7,3,5,15,1,31
5631,meows,m,e,o,w,s,7,3,5,23,1,39
5632,merch,m,e,r,c,h,7,3,1,16,12,39
5633,mercs,m,e,r,c,s,7,3,1,16,1,28
5634,merde,m,e,r,d,e,7,3,1,10,2,23
5635,mered,m,e,r,e,d,7,3,1,1,4,16
5636,merel,m,e,r,e,l,7,3,1,1,10,22
5637,merer,m,e,r,e,r,7,3,1,1,7,19
5638,meres,m,e,r,e,s,7,3,1,1,1,13
5639,meril,m,e,r,i,l,7,3,1,4,10,25
5640,meris,m,e,r,i,s,7,3,1,4,1,16
5641,merks,m,e,r,k,s,7,3,1,9,1,21
5642,merle,m,e,r,l,e,7,3,1,5,2,18
5643,merls,m,e,r,l,s,7,3,1,5,1,17
5644,merse,m,e,r,s,e,7,3,1,13,2,26
5645,mesal,m,e,s,a,l,7,3,10,2,10,32
5646,mesas,m,e,s,a,s,7,3,10,2,1,23
5647,mesel,m,e,s,e,l,7,3,10,1,10,31
5648,meses,m,e,s,e,s,7,3,10,1,1,22
5649,meshy,m,e,s,h,y,7,3,10,18,3,41
5650,mesic,m,e,s,i,c,7,3,10,4,16,40
5651,mesne,m,e,s,n,e,7,3,10,6,2,28
5652,meson,m,e,s,o,n,7,3,10,8,8,36
5653,messy,m,e,s,s,y,7,3,10,13,3,36
5654,mesto,m,e,s,t,o,7,3,10,3,9,32
5655,meted,m,e,t,e,d,7,3,8,1,4,23
5656,metes,m,e,t,e,s,7,3,8,1,1,20
5657,metho,m,e,t,h,o,7,3,8,18,9,45
5658,meths,m,e,t,h,s,7,3,8,18,1,37
5659,metic,m,e,t,i,c,7,3,8,4,16,38
5660,metif,m,e,t,i,f,7,3,8,4,20,42
5661,metis,m,e,t,i,s,7,3,8,4,1,23
5662,metol,m,e,t,o,l,7,3,8,8,10,36
5663,metre,m,e,t,r,e,7,3,8,7,2,27
5664,meuse,m,e,u,s,e,7,3,9,13,2,34
5665,meved,m,e,v,e,d,7,3,19,1,4,34
5666,meves,m,e,v,e,s,7,3,19,1,1,31
5667,mewed,m,e,w,e,d,7,3,18,1,4,33
5668,mewls,m,e,w,l,s,7,3,18,5,1,34
5669,meynt,m,e,y,n,t,7,3,20,6,6,42
5670,mezes,m,e,z,e,s,7,3,22,1,1,34
5671,mezze,m,e,z,z,e,7,3,22,21,2,55
5672,mezzo,m,e,z,z,o,7,3,22,21,9,62
5673,mhorr,m,h,o,r,r,7,8,5,7,7,34
5674,miaou,m,i,a,o,u,7,4,2,8,18,39
5675,miaow,m,i,a,o,w,7,4,2,8,22,43
5676,miasm,m,i,a,s,m,7,4,2,13,14,40
5677,miaul,m,i,a,u,l,7,4,2,15,10,38
5678,micas,m,i,c,a,s,7,4,12,2,1,26
5679,miche,m,i,c,h,e,7,4,12,18,2,43
5680,micht,m,i,c,h,t,7,4,12,18,6,47
5681,micks,m,i,c,k,s,7,4,12,9,1,33
5682,micky,m,i,c,k,y,7,4,12,9,3,35
5683,micos,m,i,c,o,s,7,4,12,8,1,32
5684,micra,m,i,c,r,a,7,4,12,7,5,35
5685,middy,m,i,d,d,y,7,4,13,10,3,37
5686,midgy,m,i,d,g,y,7,4,13,12,3,39
5687,midis,m,i,d,i,s,7,4,13,4,1,29
5688,miens,m,i,e,n,s,7,4,7,6,1,25
5689,mieve,m,i,e,v,e,7,4,7,20,2,40
5690,miffs,m,i,f,f,s,7,4,21,19,1,52
5691,miffy,m,i,f,f,y,7,4,21,19,3,54
5692,mifty,m,i,f,t,y,7,4,21,3,3,38
5693,miggs,m,i,g,g,s,7,4,15,12,1,39
5694,mihas,m,i,h,a,s,7,4,24,2,1,38
5695,mihis,m,i,h,i,s,7,4,24,4,1,40
5696,miked,m,i,k,e,d,7,4,17,1,4,33
5697,mikes,m,i,k,e,s,7,4,17,1,1,30
5698,mikra,m,i,k,r,a,7,4,17,7,5,40
5699,mikva,m,i,k,v,a,7,4,17,20,5,53
5700,milch,m,i,l,c,h,7,4,6,16,12,45
5701,milds,m,i,l,d,s,7,4,6,10,1,28
5702,miler,m,i,l,e,r,7,4,6,1,7,25
5703,miles,m,i,l,e,s,7,4,6,1,1,19
5704,milfs,m,i,l,f,s,7,4,6,19,1,37
5705,milia,m,i,l,i,a,7,4,6,4,5,26
5706,milko,m,i,l,k,o,7,4,6,9,9,35
5707,milks,m,i,l,k,s,7,4,6,9,1,27
5708,mille,m,i,l,l,e,7,4,6,5,2,24
5709,mills,m,i,l,l,s,7,4,6,5,1,23
5710,milor,m,i,l,o,r,7,4,6,8,7,32
5711,milos,m,i,l,o,s,7,4,6,8,1,26
5712,milpa,m,i,l,p,a,7,4,6,11,5,33
5713,milts,m,i,l,t,s,7,4,6,3,1,21
5714,milty,m,i,l,t,y,7,4,6,3,3,23
5715,miltz,m,i,l,t,z,7,4,6,3,23,43
5716,mimed,m,i,m,e,d,7,4,11,1,4,27
5717,mimeo,m,i,m,e,o,7,4,11,1,9,32
5718,mimer,m,i,m,e,r,7,4,11,1,7,30
5719,mimes,m,i,m,e,s,7,4,11,1,1,24
5720,mimsy,m,i,m,s,y,7,4,11,13,3,38
5721,minae,m,i,n,a,e,7,4,3,2,2,18
5722,minar,m,i,n,a,r,7,4,3,2,7,23
5723,minas,m,i,n,a,s,7,4,3,2,1,17
5724,mincy,m,i,n,c,y,7,4,3,16,3,33
5725,minds,m,i,n,d,s,7,4,3,10,1,25
5726,mined,m,i,n,e,d,7,4,3,1,4,19
5727,mines,m,i,n,e,s,7,4,3,1,1,16
5728,minge,m,i,n,g,e,7,4,3,12,2,28
5729,mings,m,i,n,g,s,7,4,3,12,1,27
5730,mingy,m,i,n,g,y,7,4,3,12,3,29
5731,minis,m,i,n,i,s,7,4,3,4,1,19
5732,minke,m,i,n,k,e,7,4,3,9,2,25
5733,minks,m,i,n,k,s,7,4,3,9,1,24
5734,minny,m,i,n,n,y,7,4,3,6,3,23
5735,minos,m,i,n,o,s,7,4,3,8,1,23
5736,mints,m,i,n,t,s,7,4,3,3,1,18
5737,mired,m,i,r,e,d,7,4,1,1,4,17
5738,mires,m,i,r,e,s,7,4,1,1,1,14
5739,mirex,m,i,r,e,x,7,4,1,1,19,32
5740,mirid,m,i,r,i,d,7,4,1,4,4,20
5741,mirin,m,i,r,i,n,7,4,1,4,8,24
5742,mirks,m,i,r,k,s,7,4,1,9,1,22
5743,mirky,m,i,r,k,y,7,4,1,9,3,24
5744,mirly,m,i,r,l,y,7,4,1,5,3,20
5745,miros,m,i,r,o,s,7,4,1,8,1,21
5746,mirvs,m,i,r,v,s,7,4,1,20,1,33
5747,mirza,m,i,r,z,a,7,4,1,21,5,38
5748,misch,m,i,s,c,h,7,4,10,16,12,49
5749,misdo,m,i,s,d,o,7,4,10,10,9,40
5750,mises,m,i,s,e,s,7,4,10,1,1,23
5751,misgo,m,i,s,g,o,7,4,10,12,9,42
5752,misos,m,i,s,o,s,7,4,10,8,1,30
5753,missa,m,i,s,s,a,7,4,10,13,5,39
5754,mists,m,i,s,t,s,7,4,10,3,1,25
5755,misty,m,i,s,t,y,7,4,10,3,3,27
5756,mitch,m,i,t,c,h,7,4,8,16,12,47
5757,miter,m,i,t,e,r,7,4,8,1,7,27
5758,mites,m,i,t,e,s,7,4,8,1,1,21
5759,mitis,m,i,t,i,s,7,4,8,4,1,24
5760,mitre,m,i,t,r,e,7,4,8,7,2,28
5761,mitts,m,i,t,t,s,7,4,8,3,1,23
5762,mixed,m,i,x,e,d,7,4,23,1,4,39
5763,mixen,m,i,x,e,n,7,4,23,1,8,43
5764,mixer,m,i,x,e,r,7,4,23,1,7,42
5765,mixes,m,i,x,e,s,7,4,23,1,1,36
5766,mixte,m,i,x,t,e,7,4,23,3,2,39
5767,mixup,m,i,x,u,p,7,4,23,15,17,66
5768,mizen,m,i,z,e,n,7,4,22,1,8,42
5769,mizzy,m,i,z,z,y,7,4,22,21,3,57
5770,mneme,m,n,e,m,e,7,9,7,14,2,39
5771,moans,m,o,a,n,s,7,2,2,6,1,18
5772,moats,m,o,a,t,s,7,2,2,3,1,15
5773,mobby,m,o,b,b,y,7,2,16,17,3,45
5774,mobes,m,o,b,e,s,7,2,16,1,1,27
5775,mobey,m,o,b,e,y,7,2,16,1,3,29
5776,mobie,m,o,b,i,e,7,2,16,4,2,31
5777,moble,m,o,b,l,e,7,2,16,5,2,32
5778,mochi,m,o,c,h,i,7,2,12,18,11,50
5779,mochs,m,o,c,h,s,7,2,12,18,1,40
5780,mochy,m,o,c,h,y,7,2,12,18,3,42
5781,mocks,m,o,c,k,s,7,2,12,9,1,31
5782,moder,m,o,d,e,r,7,2,13,1,7,30
5783,modes,m,o,d,e,s,7,2,13,1,1,24
5784,modge,m,o,d,g,e,7,2,13,12,2,36
5785,modii,m,o,d,i,i,7,2,13,4,11,37
5786,modus,m,o,d,u,s,7,2,13,15,1,38
5787,moers,m,o,e,r,s,7,2,7,7,1,24
5788,mofos,m,o,f,o,s,7,2,21,8,1,39
5789,moggy,m,o,g,g,y,7,2,15,12,3,39
5790,mohel,m,o,h,e,l,7,2,24,1,10,44
5791,mohos,m,o,h,o,s,7,2,24,8,1,42
5792,mohrs,m,o,h,r,s,7,2,24,7,1,41
5793,mohua,m,o,h,u,a,7,2,24,15,5,53
5794,mohur,m,o,h,u,r,7,2,24,15,7,55
5795,moile,m,o,i,l,e,7,2,4,5,2,20
5796,moils,m,o,i,l,s,7,2,4,5,1,19
5797,moira,m,o,i,r,a,7,2,4,7,5,25
5798,moire,m,o,i,r,e,7,2,4,7,2,22
5799,moits,m,o,i,t,s,7,2,4,3,1,17
5800,mojos,m,o,j,o,s,7,2,25,8,1,43
5801,mokes,m,o,k,e,s,7,2,17,1,1,28
5802,mokis,m,o,k,i,s,7,2,17,4,1,31
5803,mokos,m,o,k,o,s,7,2,17,8,1,35
5804,molal,m,o,l,a,l,7,2,6,2,10,27
5805,molas,m,o,l,a,s,7,2,6,2,1,18
5806,molds,m,o,l,d,s,7,2,6,10,1,26
5807,moled,m,o,l,e,d,7,2,6,1,4,20
5808,moles,m,o,l,e,s,7,2,6,1,1,17
5809,molla,m,o,l,l,a,7,2,6,5,5,25
5810,molls,m,o,l,l,s,7,2,6,5,1,21
5811,molly,m,o,l,l,y,7,2,6,5,3,23
5812,molto,m,o,l,t,o,7,2,6,3,9,27
5813,molts,m,o,l,t,s,7,2,6,3,1,19
5814,molys,m,o,l,y,s,7,2,6,22,1,38
5815,momes,m,o,m,e,s,7,2,11,1,1,22
5816,momma,m,o,m,m,a,7,2,11,14,5,39
5817,mommy,m,o,m,m,y,7,2,11,14,3,37
5818,momus,m,o,m,u,s,7,2,11,15,1,36
5819,monad,m,o,n,a,d,7,2,3,2,4,18
5820,monal,m,o,n,a,l,7,2,3,2,10,24
5821,monas,m,o,n,a,s,7,2,3,2,1,15
5822,monde,m,o,n,d,e,7,2,3,10,2,24
5823,mondo,m,o,n,d,o,7,2,3,10,9,31
5824,moner,m,o,n,e,r,7,2,3,1,7,20
5825,mongo,m,o,n,g,o,7,2,3,12,9,33
5826,mongs,m,o,n,g,s,7,2,3,12,1,25
5827,monic,m,o,n,i,c,7,2,3,4,16,32
5828,monie,m,o,n,i,e,7,2,3,4,2,18
5829,monks,m,o,n,k,s,7,2,3,9,1,22
5830,monos,m,o,n,o,s,7,2,3,8,1,21
5831,monte,m,o,n,t,e,7,2,3,3,2,17
5832,monty,m,o,n,t,y,7,2,3,3,3,18
5833,moobs,m,o,o,b,s,7,2,5,17,1,32
5834,mooch,m,o,o,c,h,7,2,5,16,12,42
5835,moods,m,o,o,d,s,7,2,5,10,1,25
5836,mooed,m,o,o,e,d,7,2,5,1,4,19
5837,mooks,m,o,o,k,s,7,2,5,9,1,24
5838,moola,m,o,o,l,a,7,2,5,5,5,24
5839,mooli,m,o,o,l,i,7,2,5,5,11,30
5840,mools,m,o,o,l,s,7,2,5,5,1,20
5841,mooly,m,o,o,l,y,7,2,5,5,3,22
5842,moong,m,o,o,n,g,7,2,5,6,15,35
5843,moons,m,o,o,n,s,7,2,5,6,1,21
5844,moony,m,o,o,n,y,7,2,5,6,3,23
5845,moops,m,o,o,p,s,7,2,5,11,1,26
5846,moors,m,o,o,r,s,7,2,5,7,1,22
5847,moory,m,o,o,r,y,7,2,5,7,3,24
5848,moots,m,o,o,t,s,7,2,5,3,1,18
5849,moove,m,o,o,v,e,7,2,5,20,2,36
5850,moped,m,o,p,e,d,7,2,14,1,4,28
5851,moper,m,o,p,e,r,7,2,14,1,7,31
5852,mopes,m,o,p,e,s,7,2,14,1,1,25
5853,mopey,m,o,p,e,y,7,2,14,1,3,27
5854,moppy,m,o,p,p,y,7,2,14,11,3,37
5855,mopsy,m,o,p,s,y,7,2,14,13,3,39
5856,mopus,m,o,p,u,s,7,2,14,15,1,39
5857,morae,m,o,r,a,e,7,2,1,2,2,14
5858,moras,m,o,r,a,s,7,2,1,2,1,13
5859,morat,m,o,r,a,t,7,2,1,2,6,18
5860,moray,m,o,r,a,y,7,2,1,2,3,15
5861,morel,m,o,r,e,l,7,2,1,1,10,21
5862,mores,m,o,r,e,s,7,2,1,1,1,12
5863,moria,m,o,r,i,a,7,2,1,4,5,19
5864,morne,m,o,r,n,e,7,2,1,6,2,18
5865,morns,m,o,r,n,s,7,2,1,6,1,17
5866,morra,m,o,r,r,a,7,2,1,7,5,22
5867,morro,m,o,r,r,o,7,2,1,7,9,26
5868,morse,m,o,r,s,e,7,2,1,13,2,25
5869,morts,m,o,r,t,s,7,2,1,3,1,14
5870,mosed,m,o,s,e,d,7,2,10,1,4,24
5871,moses,m,o,s,e,s,7,2,10,1,1,21
5872,mosey,m,o,s,e,y,7,2,10,1,3,23
5873,mosks,m,o,s,k,s,7,2,10,9,1,29
5874,mosso,m,o,s,s,o,7,2,10,13,9,41
5875,moste,m,o,s,t,e,7,2,10,3,2,24
5876,mosts,m,o,s,t,s,7,2,10,3,1,23
5877,moted,m,o,t,e,d,7,2,8,1,4,22
5878,moten,m,o,t,e,n,7,2,8,1,8,26
5879,motes,m,o,t,e,s,7,2,8,1,1,19
5880,motet,m,o,t,e,t,7,2,8,1,6,24
5881,motey,m,o,t,e,y,7,2,8,1,3,21
5882,moths,m,o,t,h,s,7,2,8,18,1,36
5883,mothy,m,o,t,h,y,7,2,8,18,3,38
5884,motis,m,o,t,i,s,7,2,8,4,1,22
5885,motte,m,o,t,t,e,7,2,8,3,2,22
5886,motts,m,o,t,t,s,7,2,8,3,1,21
5887,motty,m,o,t,t,y,7,2,8,3,3,23
5888,motus,m,o,t,u,s,7,2,8,15,1,33
5889,motza,m,o,t,z,a,7,2,8,21,5,43
5890,mouch,m,o,u,c,h,7,2,9,16,12,46
5891,moues,m,o,u,e,s,7,2,9,1,1,20
5892,mould,m,o,u,l,d,7,2,9,5,4,27
5893,mouls,m,o,u,l,s,7,2,9,5,1,24
5894,moups,m,o,u,p,s,7,2,9,11,1,30
5895,moust,m,o,u,s,t,7,2,9,13,6,37
5896,mousy,m,o,u,s,y,7,2,9,13,3,34
5897,moved,m,o,v,e,d,7,2,19,1,4,33
5898,moves,m,o,v,e,s,7,2,19,1,1,30
5899,mowas,m,o,w,a,s,7,2,18,2,1,30
5900,mowed,m,o,w,e,d,7,2,18,1,4,32
5901,mowra,m,o,w,r,a,7,2,18,7,5,39
5902,moxas,m,o,x,a,s,7,2,23,2,1,35
5903,moxie,m,o,x,i,e,7,2,23,4,2,38
5904,moyas,m,o,y,a,s,7,2,20,2,1,32
5905,moyle,m,o,y,l,e,7,2,20,5,2,36
5906,moyls,m,o,y,l,s,7,2,20,5,1,35
5907,mozed,m,o,z,e,d,7,2,22,1,4,36
5908,mozes,m,o,z,e,s,7,2,22,1,1,33
5909,mozos,m,o,z,o,s,7,2,22,8,1,40
5910,mpret,m,p,r,e,t,7,11,1,1,6,26
5911,mucho,m,u,c,h,o,7,5,12,18,9,51
5912,mucic,m,u,c,i,c,7,5,12,4,16,44
5913,mucid,m,u,c,i,d,7,5,12,4,4,32
5914,mucin,m,u,c,i,n,7,5,12,4,8,36
5915,mucks,m,u,c,k,s,7,5,12,9,1,34
5916,mucor,m,u,c,o,r,7,5,12,8,7,39
5917,mucro,m,u,c,r,o,7,5,12,7,9,40
5918,mudge,m,u,d,g,e,7,5,13,12,2,39
5919,mudir,m,u,d,i,r,7,5,13,4,7,36
5920,mudra,m,u,d,r,a,7,5,13,7,5,37
5921,muffs,m,u,f,f,s,7,5,21,19,1,53
5922,mufti,m,u,f,t,i,7,5,21,3,11,47
5923,mugga,m,u,g,g,a,7,5,15,12,5,44
5924,muggs,m,u,g,g,s,7,5,15,12,1,40
5925,muggy,m,u,g,g,y,7,5,15,12,3,42
5926,muhly,m,u,h,l,y,7,5,24,5,3,44
5927,muids,m,u,i,d,s,7,5,4,10,1,27
5928,muils,m,u,i,l,s,7,5,4,5,1,22
5929,muirs,m,u,i,r,s,7,5,4,7,1,24
5930,muist,m,u,i,s,t,7,5,4,13,6,35
5931,mujik,m,u,j,i,k,7,5,25,4,13,54
5932,mulct,m,u,l,c,t,7,5,6,16,6,40
5933,muled,m,u,l,e,d,7,5,6,1,4,23
5934,mules,m,u,l,e,s,7,5,6,1,1,20
5935,muley,m,u,l,e,y,7,5,6,1,3,22
5936,mulga,m,u,l,g,a,7,5,6,12,5,35
5937,mulie,m,u,l,i,e,7,5,6,4,2,24
5938,mulla,m,u,l,l,a,7,5,6,5,5,28
5939,mulls,m,u,l,l,s,7,5,6,5,1,24
5940,mulse,m,u,l,s,e,7,5,6,13,2,33
5941,mulsh,m,u,l,s,h,7,5,6,13,12,43
5942,mumms,m,u,m,m,s,7,5,11,14,1,38
5943,mumps,m,u,m,p,s,7,5,11,11,1,35
5944,mumsy,m,u,m,s,y,7,5,11,13,3,39
5945,mumus,m,u,m,u,s,7,5,11,15,1,39
5946,munga,m,u,n,g,a,7,5,3,12,5,32
5947,munge,m,u,n,g,e,7,5,3,12,2,29
5948,mungo,m,u,n,g,o,7,5,3,12,9,36
5949,mungs,m,u,n,g,s,7,5,3,12,1,28
5950,munis,m,u,n,i,s,7,5,3,4,1,20
5951,munts,m,u,n,t,s,7,5,3,3,1,19
5952,muntu,m,u,n,t,u,7,5,3,3,18,36
5953,muons,m,u,o,n,s,7,5,5,6,1,24
5954,muras,m,u,r,a,s,7,5,1,2,1,16
5955,mured,m,u,r,e,d,7,5,1,1,4,18
5956,mures,m,u,r,e,s,7,5,1,1,1,15
5957,murex,m,u,r,e,x,7,5,1,1,19,33
5958,murid,m,u,r,i,d,7,5,1,4,4,21
5959,murks,m,u,r,k,s,7,5,1,9,1,23
5960,murls,m,u,r,l,s,7,5,1,5,1,19
5961,murly,m,u,r,l,y,7,5,1,5,3,21
5962,murra,m,u,r,r,a,7,5,1,7,5,25
5963,murre,m,u,r,r,e,7,5,1,7,2,22
5964,murri,m,u,r,r,i,7,5,1,7,11,31
5965,murrs,m,u,r,r,s,7,5,1,7,1,21
5966,murry,m,u,r,r,y,7,5,1,7,3,23
5967,murti,m,u,r,t,i,7,5,1,3,11,27
5968,murva,m,u,r,v,a,7,5,1,20,5,38
5969,musar,m,u,s,a,r,7,5,10,2,7,31
5970,musca,m,u,s,c,a,7,5,10,16,5,43
5971,mused,m,u,s,e,d,7,5,10,1,4,27
5972,muser,m,u,s,e,r,7,5,10,1,7,30
5973,muses,m,u,s,e,s,7,5,10,1,1,24
5974,muset,m,u,s,e,t,7,5,10,1,6,29
5975,musha,m,u,s,h,a,7,5,10,18,5,45
5976,musit,m,u,s,i,t,7,5,10,4,6,32
5977,musks,m,u,s,k,s,7,5,10,9,1,32
5978,musos,m,u,s,o,s,7,5,10,8,1,31
5979,musse,m,u,s,s,e,7,5,10,13,2,37
5980,mussy,m,u,s,s,y,7,5,10,13,3,38
5981,musth,m,u,s,t,h,7,5,10,3,12,37
5982,musts,m,u,s,t,s,7,5,10,3,1,26
5983,mutch,m,u,t,c,h,7,5,8,16,12,48
5984,muted,m,u,t,e,d,7,5,8,1,4,25
5985,muter,m,u,t,e,r,7,5,8,1,7,28
5986,mutes,m,u,t,e,s,7,5,8,1,1,22
5987,mutha,m,u,t,h,a,7,5,8,18,5,43
5988,mutis,m,u,t,i,s,7,5,8,4,1,25
5989,muton,m,u,t,o,n,7,5,8,8,8,36
5990,mutts,m,u,t,t,s,7,5,8,3,1,24
5991,muxed,m,u,x,e,d,7,5,23,1,4,40
5992,muxes,m,u,x,e,s,7,5,23,1,1,37
5993,muzak,m,u,z,a,k,7,5,22,2,13,49
5994,muzzy,m,u,z,z,y,7,5,22,21,3,58
5995,mvule,m,v,u,l,e,7,22,9,5,2,45
5996,myall,m,y,a,l,l,7,10,2,5,10,34
5997,mylar,m,y,l,a,r,7,10,6,2,7,32
5998,mynah,m,y,n,a,h,7,10,3,2,12,34
5999,mynas,m,y,n,a,s,7,10,3,2,1,23
6000,myoid,m,y,o,i,d,7,10,5,4,4,30
6001,myoma,m,y,o,m,a,7,10,5,14,5,41
6002,myope,m,y,o,p,e,7,10,5,11,2,35
6003,myops,m,y,o,p,s,7,10,5,11,1,34
6004,myopy,m,y,o,p,y,7,10,5,11,3,36
6005,mysid,m,y,s,i,d,7,10,10,4,4,35
6006,mythi,m,y,t,h,i,7,10,8,18,11,54
6007,myths,m,y,t,h,s,7,10,8,18,1,44
6008,mythy,m,y,t,h,y,7,10,8,18,3,46
6009,myxos,m,y,x,o,s,7,10,23,8,1,49
6010,mzees,m,z,e,e,s,7,23,7,1,1,39
6011,naams,n,a,a,m,s,16,1,2,14,1,34
6012,naans,n,a,a,n,s,16,1,2,6,1,26
6013,nabes,n,a,b,e,s,16,1,16,1,1,35
6014,nabis,n,a,b,i,s,16,1,16,4,1,38
6015,nabks,n,a,b,k,s,16,1,16,9,1,43
6016,nabla,n,a,b,l,a,16,1,16,5,5,43
6017,nabob,n,a,b,o,b,16,1,16,8,21,62
6018,nache,n,a,c,h,e,16,1,12,18,2,49
6019,nacho,n,a,c,h,o,16,1,12,18,9,56
6020,nacre,n,a,c,r,e,16,1,12,7,2,38
6021,nadas,n,a,d,a,s,16,1,13,2,1,33
6022,naeve,n,a,e,v,e,16,1,7,20,2,46
6023,naevi,n,a,e,v,i,16,1,7,20,11,55
6024,naffs,n,a,f,f,s,16,1,21,19,1,58
6025,nagas,n,a,g,a,s,16,1,15,2,1,35
6026,naggy,n,a,g,g,y,16,1,15,12,3,47
6027,nagor,n,a,g,o,r,16,1,15,8,7,47
6028,nahal,n,a,h,a,l,16,1,24,2,10,53
6029,naiad,n,a,i,a,d,16,1,4,2,4,27
6030,naifs,n,a,i,f,s,16,1,4,19,1,41
6031,naiks,n,a,i,k,s,16,1,4,9,1,31
6032,nails,n,a,i,l,s,16,1,4,5,1,27
6033,naira,n,a,i,r,a,16,1,4,7,5,33
6034,nairu,n,a,i,r,u,16,1,4,7,18,46
6035,naked,n,a,k,e,d,16,1,17,1,4,39
6036,naker,n,a,k,e,r,16,1,17,1,7,42
6037,nakfa,n,a,k,f,a,16,1,17,19,5,58
6038,nalas,n,a,l,a,s,16,1,6,2,1,26
6039,naled,n,a,l,e,d,16,1,6,1,4,28
6040,nalla,n,a,l,l,a,16,1,6,5,5,33
6041,named,n,a,m,e,d,16,1,11,1,4,33
6042,namer,n,a,m,e,r,16,1,11,1,7,36
6043,names,n,a,m,e,s,16,1,11,1,1,30
6044,namma,n,a,m,m,a,16,1,11,14,5,47
6045,namus,n,a,m,u,s,16,1,11,15,1,44
6046,nanas,n,a,n,a,s,16,1,3,2,1,23
6047,nance,n,a,n,c,e,16,1,3,16,2,38
6048,nancy,n,a,n,c,y,16,1,3,16,3,39
6049,nandu,n,a,n,d,u,16,1,3,10,18,48
6050,nanna,n,a,n,n,a,16,1,3,6,5,31
6051,nanos,n,a,n,o,s,16,1,3,8,1,29
6052,nanua,n,a,n,u,a,16,1,3,15,5,40
6053,napas,n,a,p,a,s,16,1,14,2,1,34
6054,naped,n,a,p,e,d,16,1,14,1,4,36
6055,napes,n,a,p,e,s,16,1,14,1,1,33
6056,napoo,n,a,p,o,o,16,1,14,8,9,48
6057,nappa,n,a,p,p,a,16,1,14,11,5,47
6058,nappe,n,a,p,p,e,16,1,14,11,2,44
6059,nappy,n,a,p,p,y,16,1,14,11,3,45
6060,naras,n,a,r,a,s,16,1,1,2,1,21
6061,narco,n,a,r,c,o,16,1,1,16,9,43
6062,narcs,n,a,r,c,s,16,1,1,16,1,35
6063,nards,n,a,r,d,s,16,1,1,10,1,29
6064,nares,n,a,r,e,s,16,1,1,1,1,20
6065,naric,n,a,r,i,c,16,1,1,4,16,38
6066,naris,n,a,r,i,s,16,1,1,4,1,23
6067,narks,n,a,r,k,s,16,1,1,9,1,28
6068,narky,n,a,r,k,y,16,1,1,9,3,30
6069,narre,n,a,r,r,e,16,1,1,7,2,27
6070,nashi,n,a,s,h,i,16,1,10,18,11,56
6071,natch,n,a,t,c,h,16,1,8,16,12,53
6072,nates,n,a,t,e,s,16,1,8,1,1,27
6073,natis,n,a,t,i,s,16,1,8,4,1,30
6074,natty,n,a,t,t,y,16,1,8,3,3,31
6075,nauch,n,a,u,c,h,16,1,9,16,12,54
6076,naunt,n,a,u,n,t,16,1,9,6,6,38
